seq_num, beacon_timestamp, beacon_interval, timestamp_deviation
2182,899412996043,106056,-3656
2183,899413096576,100533,1867
2184,899413197187,100611,1789
2185,899413299587,102400,0
2186,899413401987,102400,0
2187,899413504387,102400,0
2188,899413606787,102400,0
2189,899413709187,102400,0
2190,899413811587,102400,0
2191,899413913987,102400,0
2194,899414118787,102400,0
2195,899414221187,102400,0
2196,899414329742,108555,-6155
2197,899414426655,96913,5487
2200,899414733187,101021,1379
2201,899414835587,102400,0
2202,899414937987,102400,0
2206,899415146224,103308,-908
2207,899415247973,101749,651
2208,899415347587,99614,2786
2209,899415451146,103559,-1159
2210,899415556240,105094,-2694
2211,899415657692,101452,948
2214,899415961993,102406,-6
2215,899416065800,103807,-1407
2216,899416170186,104386,-1986
2217,899416270905,100719,1681
2218,899416371587,100682,1718
2221,899416682628,105730,-3330
2222,899416781187,98559,3841
2223,899416883587,102400,0
2224,899416985987,102400,0
2225,899417090577,104590,-2190
2226,899417191794,101217,1183
2227,899417295621,103827,-1427
2228,899417399308,103687,-1287
2229,899417498531,99223,3177
2230,899417600985,102454,-54
2231,899417709524,108539,-6139
2232,899417808664,99140,3260
2233,899417907587,98923,3477
2234,899418013592,106005,-3605
2235,899418113937,100345,2055
2236,899418214787,100850,1550
2237,899418317187,102400,0
2238,899418419587,102400,0
2239,899418521987,102400,0
2240,899418624387,102400,0
2241,899418726787,102400,0
2244,899419033987,98749,3651
2245,899419136387,102400,0
2246,899419239572,103185,-785
2249,899419549080,101645,755
2250,899419648387,99307,3093
2251,899419750787,102400,0
2252,899419853187,102400,0
2253,899419959730,106543,-4143
2254,899420058528,98798,3602
2255,899420164969,106441,-4041
2256,899420262787,97818,4582
2257,899420365187,102400,0
2258,899420471916,106729,-4329
2259,899420573880,101964,436
2260,899420675342,101462,938
2261,899420775440,100098,2302
2262,899420880492,105052,-2652
2263,899420979587,99095,3305
2264,899421082832,103245,-845
2265,899421184643,101811,589
2266,899421287780,103137,-737
2267,899421389187,101407,993
2268,899421491587,102400,0
2269,899421593987,102400,0
2270,899421696387,102400,0
2273,899422003587,102400,0
2274,899422105987,102400,0
2275,899422208387,102400,0
2276,899422310787,102400,0
2277,899422413187,102400,0
2278,899422515587,102400,0
2279,899422617987,102400,0
2280,899422720392,102405,-5
2281,899422826698,106306,-3906
2286,899423232387,100210,2190
2289,899423541490,104303,-1903
2290,899423645517,104027,-1627
2291,899423744580,99063,3337
2292,899423851187,106607,-4207
2295,899424155232,101251,1149
2296,899424256387,101155,1245
2297,899424362502,106115,-3715
2298,899424463608,101106,1294
2299,899424564625,101017,1383
2300,899424668777,104152,-1752
2301,899424771539,102762,-362
2302,899424871717,100178,2222
2303,899424973187,101470,930
2304,899425079264,106077,-3677
2305,899425186206,106942,-4542
2306,899425280876,94670,7730
2307,899425382787,101911,489
2308,899425488775,105988,-3588
2309,899425587587,98812,3588
2312,899425896967,103129,-729
2313,899426001857,104890,-2490
2314,899426103959,102102,298
2315,899426201987,98028,4372
2316,899426308083,106096,-3696
2317,899426406787,98704,3696
2318,899426509187,102400,0
2319,899426615959,106772,-4372
2320,899426718826,102867,-467
2321,899426816387,97561,4839
2322,899426918787,102400,0
2323,899427023465,104678,-2278
2324,899427124979,101514,886
2325,899427225987,101008,1392
2326,899427328387,102400,0
2327,899427434531,106144,-3744
2328,899427536951,102420,-20
2329,899427638356,101405,995
2330,899427737987,99631,2769
2331,899427840692,102705,-305
2332,899427944064,103372,-972
2333,899428048634,104570,-2170
2336,899428352387,102349,51
2337,899428454787,102400,0
2338,899428557210,102423,-23
2341,899428761987,102400,0
2344,899429069187,102400,0
2345,899429171587,102400,0
2349,899429376387,102400,0
2352,899429581187,102400,0
2353,899429683587,102400,0
2354,899429785987,102400,0
2355,899429888387,102400,0
2356,899429990787,102400,0
2357,899430093187,102400,0
2358,899430195587,102400,0
2359,899430297987,102400,0
2360,899430400387,102400,0
2361,899430502787,102400,0
2362,899430605210,102423,-23
2363,899430707587,102377,23
2364,899430809987,102400,0
2365,899430912387,102400,0
2366,899431014787,102400,0
2367,899431117187,102400,0
2368,899431219587,102400,0
2369,899431321987,102400,0
2370,899431424387,102400,0
2371,899431526787,102400,0
2372,899431629187,102400,0
2373,899431731587,102400,0
2374,899431833987,102400,0
2375,899431936387,102400,0
2376,899432038788,102401,-1
2377,899432141187,102399,1
2378,899432243587,102400,0
2379,899432345987,102400,0
2380,899432448387,102400,0
2381,899432552973,104586,-2186
2382,899432653187,100214,2186
2385,899432960387,102400,0
2386,899433062787,102400,0
2389,899433369987,101538,862
2390,899433472387,102400,0
2391,899433574787,102400,0
2392,899433680273,105486,-3086
2395,899433984467,102480,-80
2398,899434291587,102400,0
2399,899434393987,102400,0
2400,899434496387,102400,0
2401,899434598787,102400,0
2404,899434803587,102400,0
2405,899434905987,102400,0
2406,899435008387,102400,0
2409,899435315587,102400,0
2410,899435417987,102400,0
2413,899435622787,102400,0
2414,899435725187,102400,0
2415,899435827587,102400,0
2416,899435929987,102400,0
2417,899436032387,102400,0
2418,899436134787,102400,0
2419,899436237187,102400,0
2429,899437261187,102400,0
2432,899437568387,102400,0
2433,899437670787,102400,0
2437,899438080387,102400,0
2440,899438387587,102400,0
2441,899438489987,102400,0
2442,899438592387,102400,0
2443,899438694787,102400,0
2444,899438797187,102400,0
2445,899438899587,102400,0
2446,899439001987,102400,0
2447,899439104387,102400,0
2448,899439206787,102400,0
2449,899439309187,102400,0
2450,899439411587,102400,0
2451,899439514396,102809,-409
2452,899439616387,101991,409
2453,899439718787,102400,0
2454,899439821187,102400,0
2455,899439923587,102400,0
2456,899440025987,102400,0
2457,899440128387,102400,0
2460,899440435587,102323,77
2464,899440845187,102400,0
2467,899441152387,102400,0
2468,899441254787,102400,0
2469,899441358241,103454,-1054
2470,899441459587,101346,1054
2471,899441561987,102400,0
2472,899441664387,102400,0
2475,899441976262,103159,-759
2476,899442075880,99618,2782
2477,899442176387,100507,1893
2478,899442278796,102409,-9
2479,899442381187,102391,9
2480,899442485193,104006,-1606
2484,899442894740,103611,-1211
2485,899442995587,100847,1553
2486,899443097987,102400,0
2487,899443202815,104828,-2428
2488,899443304908,102093,307
2491,899443609987,98989,3411
2492,899443712387,102400,0
2493,899443814787,102400,0
2494,899443917187,102400,0
2495,899444019587,102400,0
2496,899444121987,102400,0
2497,899444224387,102400,0
2498,899444326787,102400,0
2509,899444941187,102400,0
2510,899445043587,102400,0
2513,899445248387,102400,0
2514,899445350787,102400,0
2515,899445453187,102400,0
2516,899445555587,102400,0
2517,899445658044,102457,-57
2518,899445760387,102343,57
2519,899445862942,102555,-155
2520,899445965187,102245,155
2521,899446067587,102400,0
2522,899446169987,102400,0
2523,899446272387,102400,0
2524,899446374787,102400,0
2525,899446477187,102400,0
2526,899446579587,102400,0
2527,899446681987,102400,0
2528,899446784387,102400,0
2529,899446886787,102400,0
2530,899446989187,102400,0
2531,899447091587,102400,0
2532,899447193987,102400,0
2533,899447296387,102400,0
2534,899447398787,102400,0
2535,899447501187,102400,0
2536,899447603587,102400,0
2537,899447706104,102517,-117
2538,899447808387,102283,117
2539,899447910787,102400,0
2540,899448013340,102553,-153
2541,899448119310,105970,-3570
2545,899448525187,102400,0
2546,899448627587,102400,0
2547,899448729987,102400,0
2548,899448833040,103053,-653
2549,899448938515,105475,-3075
2550,899449039580,101065,1335
2551,899449139587,100007,2393
2552,899449241987,102400,0
2553,899449344387,102400,0
2554,899449446787,102400,0
2555,899449549187,102400,0
2556,899449651587,102400,0
2559,899449958787,102400,0
2560,899450061187,102400,0
2561,899450163587,102400,0
2562,899450265987,102400,0
2563,899450368387,102400,0
2564,899450470787,102400,0
2565,899450573187,102400,0
2566,899450675587,102400,0
2567,899450777987,102400,0
2568,899450880393,102406,-6
2569,899450982787,102394,6
2570,899451085530,102743,-343
2571,899451187587,102057,343
2572,899451289987,102400,0
2573,899451392387,102400,0
2574,899451494787,102400,0
2575,899451597187,102400,0
2576,899451699587,102400,0
2577,899451801987,102400,0
2578,899451904387,102400,0
2582,899452109187,102400,0
2583,899452211587,102400,0
2586,899452518787,102400,0
2587,899452621187,102400,0
2588,899452723587,102400,0
2589,899452825987,102400,0
2590,899452928388,102401,-1
2591,899453030787,102399,1
2592,899453133187,102400,0
2593,899453236658,103471,-1071
2594,899453337987,101329,1071
2595,899453440387,102400,0
2596,899453542787,102400,0
2597,899453645187,102400,0
2598,899453747763,102576,-176
2599,899453849987,102224,176
2600,899453952387,102400,0
2601,899454054787,102400,0
2602,899454157187,102400,0
2603,899454259587,102400,0
2604,899454361987,102400,0
2605,899454469229,107242,-4842
2606,899454566787,97558,4842
2607,899454669187,102400,0
2608,899454771587,102400,0
2609,899454873987,102400,0
2610,899454976387,102400,0
2611,899455078787,102400,0
2612,899455181187,102400,0
2613,899455283587,102400,0
2614,899455385987,102400,0
2615,899455488387,102400,0
2616,899455590787,102400,0
2617,899455693253,102466,-66
2618,899455795724,102471,-71
2619,899455897987,102263,137
2620,899456000387,102400,0
2621,899456102787,102400,0
2622,899456205187,102400,0
2623,899456307587,102400,0
2624,899456409987,102400,0
2625,899456512387,102400,0
2626,899456614787,102400,0
2629,899456819587,102400,0
2630,899456921987,102400,0
2631,899457024387,102400,0
2632,899457126787,102400,0
2633,899457229187,102400,0
2634,899457331636,102449,-49
2635,899457433987,102351,49
2636,899457536387,102400,0
2637,899457638787,102400,0
2638,899457743150,104363,-1963
2639,899457843587,100437,1963
2640,899457945987,102400,0
2641,899458048387,102400,0
2642,899458150787,102400,0
2645,899458457987,102400,0
2646,899458560387,102400,0
2647,899458662787,102400,0
2648,899458765187,102400,0
2649,899458867587,102400,0
2650,899458969987,102400,0
2653,899459174787,102400,0
2654,899459277220,102433,-33
2655,899459379587,102367,33
2656,899459481987,102400,0
2661,899459789187,102400,0
2662,899459891587,102400,0
2663,899459993987,102400,0
2664,899460096387,102400,0
2665,899460198787,102400,0
2666,899460301187,102400,0
2667,899460403587,102400,0
2668,899460505987,102400,0
2669,899460608387,102400,0
2670,899460710787,102400,0
2671,899460815554,104767,-2367
2672,899460915587,100033,2367
2673,899461017987,102400,0
2674,899461120387,102400,0
2675,899461222885,102498,-98
2676,899461325187,102302,98
2677,899461427587,102400,0
2678,899461529987,102400,0
2679,899461632387,102400,0
2680,899461734787,102400,0
2681,899461837187,102400,0
2682,899461939587,102400,0
2683,899462041987,102400,0
2684,899462144387,102400,0
2685,899462246787,102400,0
2686,899462349187,102400,0
2687,899462451587,102400,0
2688,899462553987,102400,0
2689,899462656387,102400,0
2690,899462758787,102400,0
2693,899462963587,102400,0
2694,899463066022,102435,-35
2695,899463168387,102365,35
2696,899463270787,102400,0
2697,899463373340,102553,-153
2698,899463475749,102409,-9
2699,899463577987,102238,162
2700,899463680387,102400,0
2701,899463782787,102400,0
2702,899463885187,102400,0
2703,899463987705,102518,-118
2704,899464090005,102300,100
2705,899464192387,102382,18
2706,899464294787,102400,0
2707,899464397187,102400,0
2708,899464499587,102400,0
2709,899464601987,102400,0
2710,899464704387,102400,0
2711,899464806787,102400,0
2712,899464909187,102400,0
2713,899465011587,102400,0
2714,899465113987,102400,0
2715,899465216387,102400,0
2716,899465318787,102400,0
2717,899465421187,102400,0
2718,899465523587,102400,0
2719,899465625987,102400,0
2720,899465728428,102441,-41
2721,899465830806,102378,22
2724,899466035587,102400,0
2725,899466137987,102400,0
2726,899466240387,102400,0
2727,899466342787,102400,0
2728,899466445187,102400,0
2729,899466547806,102619,-219
2730,899466649987,102181,219
2731,899466752387,102400,0
2732,899466854787,102400,0
2733,899466957187,102400,0
2734,899467059587,102400,0
2735,899467161987,102400,0
2736,899467265118,103131,-731
2737,899467366787,101669,731
2738,899467469187,102400,0
2739,899467571587,102400,0
2740,899467673987,102400,0
2741,899467776387,102400,0
2742,899467878787,102400,0
2743,899467981187,102400,0
2744,899468083587,102400,0
2745,899468185990,102403,-3
2748,899468493187,102400,0
2749,899468595602,102415,-15
2750,899468697987,102385,15
2751,899468800387,102400,0
2752,899468902787,102400,0
2753,899469005187,102400,0
2754,899469107587,102400,0
2755,899469212456,104869,-2469
2756,899469312881,100425,1975
2757,899469414787,101906,494
2758,899469517550,102763,-363
2759,899469619664,102114,286
2760,899469724578,104914,-2514
2761,899469824474,99896,2504
2762,899469926836,102362,38
2763,899470029187,102351,49
2764,899470131698,102511,-111
2765,899470233987,102289,111
2766,899470336387,102400,0
2769,899470646543,101282,1118
2770,899470746073,99530,2870
2771,899470848387,102314,86
2772,899470950936,102549,-149
2773,899471053187,102251,149
2774,899471155587,102400,0
2775,899471257999,102412,-12
2776,899471360387,102388,12
2780,899471565187,102400,0
2781,899471667587,102400,0
2782,899471769987,102400,0
2783,899471872512,102525,-125
2784,899471974787,102275,125
2785,899472077187,102400,0
2786,899472179587,102400,0
2787,899472281987,102400,0
2788,899472384387,102400,0
2789,899472486787,102400,0
2790,899472589187,102400,0
2791,899472691587,102400,0
2792,899472793987,102400,0
2793,899472896387,102400,0
2794,899472998787,102400,0
2795,899473101230,102443,-43
2796,899473203587,102357,43
2799,899473510787,99686,2714
2800,899473615335,104548,-2148
2801,899473715688,100353,2047
2802,899473817996,102308,92
2803,899473920524,102528,-128
2804,899474022787,102263,137
2805,899474125187,102400,0
2806,899474227587,102400,0
2807,899474329987,102400,0
2810,899474637187,102400,0
2811,899474739601,102414,-14
2812,899474841987,102386,14
2813,899474944387,102400,0
2814,899475046787,102400,0
2815,899475149187,102400,0
2816,899475251587,102400,0
2817,899475353987,102400,0
2818,899475456387,102400,0
2821,899475763587,102400,0
2822,899475865987,102400,0
2823,899475968387,102400,0
2824,899476070787,102400,0
2825,899476173187,102400,0
2826,899476275587,102400,0
2827,899476377987,102400,0
2828,899476480387,102400,0
2831,899476787587,102400,0
2832,899476889987,102400,0
2833,899476992387,102400,0
2836,899477299587,102400,0
2837,899477401987,102400,0
2847,899477811587,102400,0
2848,899477913987,102400,0
2849,899478016387,102400,0
2850,899478118787,102400,0
2851,899478221187,102400,0
2852,899478324306,103119,-719
2853,899478425987,101681,719
2854,899478528387,102400,0
2857,899478839024,105837,-3437
2858,899478937987,98963,3437
2859,899479040387,102400,0
2860,899479142787,102400,0
2861,899479245187,102400,0
2862,899479347587,102400,0
2863,899479449987,102400,0
2864,899479552387,102400,0
2867,899479859587,102400,0
2868,899479961987,102400,0
2869,899480064387,102400,0
2870,899480166787,102400,0
2873,899480473987,102400,0
2874,899480576424,102437,-37
2877,899480885356,104169,-1769
2878,899480985987,100631,1769
2879,899481088387,102400,0
2880,899481190787,102400,0
2881,899481293187,102400,0
2882,899481395587,102400,0
2883,899481497987,102400,0
2884,899481600387,102400,0
2885,899481702787,102400,0
2888,899482009987,102400,0
2889,899482112387,102400,0
2890,899482214787,102400,0
2893,899482521987,102400,0
2894,899482624387,102400,0
2895,899482726787,102400,0
2898,899483033987,102400,0
2899,899483136387,102400,0
2900,899483238787,102400,0
2903,899483545987,102400,0
2904,899483648387,102400,0
2905,899483750787,102400,0
2908,899484057987,102400,0
2909,899484160387,102400,0
2910,899484262787,102400,0
2913,899484569987,102400,0
2914,899484672387,102400,0
2915,899484774787,102400,0
2918,899485081987,102340,60
2919,899485184387,102400,0
2920,899485286787,102400,0
2921,899485389187,102400,0
2922,899485491587,102400,0
2923,899485593987,102400,0
2924,899485696406,102419,-19
2925,899485798787,102381,19
2926,899485902398,103611,-1211
2927,899486003587,101189,1211
2928,899486105987,102400,0
2931,899486413187,102400,0
2932,899486515587,102400,0
2933,899486617987,102400,0
2934,899486720387,102400,0
2935,899486822787,102400,0
2939,899487129987,102400,0
2940,899487232387,102400,0
2941,899487334787,102400,0
2942,899487437224,102437,-37
2943,899487539587,102363,37
2944,899487641987,102400,0
2945,899487744387,102400,0
2946,899487846887,102500,-100
2947,899487949187,102300,100
2948,899488051587,102400,0
2949,899488153987,102400,0
2950,899488256387,102400,0
2953,899488563587,102400,0
2954,899488665987,102400,0
2955,899488768387,102400,0
2956,899488870787,102400,0
2957,899488973187,102400,0
2958,899489075587,102400,0
2959,899489177987,102400,0
2960,899489280387,102400,0
2961,899489382787,102400,0
2962,899489485187,102400,0
2963,899489587587,102400,0
2964,899489689987,102400,0
2965,899489792387,102400,0
2966,899489894787,102400,0
2967,899489997187,102400,0
2968,899490099587,102400,0
2969,899490203199,103612,-1212
2970,899490304929,101730,670
2971,899490407166,102237,163
2972,899490509187,102021,379
2975,899490820462,103273,-873
2976,899490920398,99936,2464
2977,899491023238,102840,-440
2978,899491123587,100349,2051
2979,899491225987,102400,0
2980,899491328387,102400,0
2983,899491533187,102400,0
2984,899491635815,102628,-228
2985,899491737987,102172,228
2986,899491840387,102400,0
2987,899491942787,102400,0
2988,899492045187,102400,0
2989,899492147587,102400,0
2990,899492249987,102400,0
2991,899492352387,102400,0
2992,899492455670,103283,-883
2993,899492557187,101517,883
2994,899492659755,102568,-168
2995,899492761987,102232,168
2996,899492864387,102400,0
2997,899492966787,102400,0
2998,899493069187,102400,0
2999,899493171587,102400,0
3000,899493273987,102400,0
3003,899493581211,102424,-24
3004,899493683587,102376,24
3005,899493785987,102400,0
3006,899493888387,102400,0
3007,899493990818,102431,-31
3008,899494093187,102369,31
3009,899494199666,106479,-4079
3010,899494297987,98321,4079
3011,899494400387,102400,0
3012,899494502787,102400,0
3013,899494605187,102400,0
3014,899494707587,102400,0
3015,899494809987,102400,0
3016,899494912387,102400,0
3017,899495014787,102400,0
3018,899495117187,102400,0
3019,899495219587,102400,0
3020,899495321987,102400,0
3021,899495424387,102400,0
3022,899495526787,102400,0
3023,899495629187,102400,0
3024,899495731587,102400,0
3025,899495834041,102454,-54
3026,899495936387,102346,54
3027,899496038787,102400,0
3028,899496141187,102400,0
3029,899496243587,102400,0
3030,899496345987,102400,0
3031,899496448387,102400,0
3032,899496550787,102400,0
3033,899496653188,102401,-1
3036,899496857987,102400,0
3037,899496960387,102400,0
3038,899497062787,102400,0
3039,899497165187,102400,0
3040,899497267587,102400,0
3041,899497369987,102400,0
3042,899497472387,102400,0
3043,899497574787,102400,0
3044,899497677187,102400,0
3045,899497779587,102400,0
3046,899497881987,102400,0
3047,899497984387,102400,0
3048,899498086787,102400,0
3049,899498189187,102400,0
3050,899498291587,102400,0
3053,899498598787,102400,0
3054,899498701187,102400,0
3055,899498803587,102400,0
3056,899498905987,102400,0
3057,899499008388,102401,-1
3058,899499110787,102399,1
3059,899499213187,102400,0
3060,899499315587,102400,0
3061,899499417987,102400,0
3062,899499520463,102476,-76
3063,899499622787,102324,76
3064,899499725187,102400,0
3065,899499827587,102400,0
3066,899499929987,102400,0
3067,899500032387,102400,0
3068,899500134787,102400,0
3069,899500237187,102400,0
3074,899500544512,102525,-125
3075,899500646787,102275,125
3076,899500749187,102400,0
3077,899500851587,102400,0
3078,899500953987,102400,0
3079,899501056387,102400,0
3080,899501158787,102400,0
3081,899501261187,102400,0
3082,899501363616,102429,-29
3083,899501465987,102371,29
3084,899501568387,102400,0
3085,899501670787,102400,0
3086,899501773187,102400,0
3089,899502080387,102400,0
3090,899502182787,102400,0
3095,899502592387,102400,0
3096,899502694787,102400,0
3097,899502797187,102400,0
3100,899503104387,102400,0
3101,899503206787,102400,0
3102,899503311615,104828,-2428
3105,899503616387,102400,0
3106,899503718787,102400,0
3107,899503821187,102400,0
3108,899503923587,102400,0
3109,899504025987,102400,0
3110,899504128387,102400,0
3111,899504230787,102400,0
3112,899504333187,102400,0
3115,899504640387,102400,0
3116,899504742787,102400,0
3117,899504845187,102400,0
3118,899504947587,102400,0
3119,899505049987,102400,0
3120,899505152387,102400,0
3121,899505254787,102400,0
3122,899505357187,102400,0
3123,899505459587,102400,0
3124,899505561987,102400,0
3125,899505664387,102400,0
3126,899505766787,102400,0
3127,899505869187,102400,0
3128,899505971587,102400,0
3129,899506073987,102400,0
3130,899506176387,102400,0
3131,899506278787,102400,0
3132,899506381187,102400,0
3133,899506483587,102400,0
3134,899506585987,102400,0
3135,899506688387,102400,0
3136,899506790787,102400,0
3137,899506893187,102400,0
3138,899506995587,102400,0
3139,899507097987,102400,0
3140,899507200387,102400,0
3141,899507302787,102400,0
3142,899507405187,102400,0
3143,899507507587,102400,0
3144,899507609987,102400,0
3145,899507712411,102424,-24
3146,899507814787,102376,24
3147,899507917240,102453,-53
3148,899508019587,102347,53
3149,899508121987,102400,0
3150,899508224387,102400,0
3154,899508633987,102400,0
3155,899508736387,102400,0
3156,899508838787,102400,0
3157,899508941282,102495,-95
3158,899509043587,102305,95
3159,899509145987,102400,0
3160,899509248387,102400,0
3161,899509350787,102400,0
3162,899509453187,102400,0
3163,899509555587,102400,0
3164,899509657987,102400,0
3165,899509760387,102400,0
3166,899509862787,102400,0
3167,899509965187,102400,0
3168,899510067587,102400,0
3169,899510169987,102400,0
3170,899510272387,102400,0
3171,899510374817,102430,-30
3175,899510579587,102400,0
3176,899510682343,102756,-356
3179,899510886938,102551,-151
3182,899511193987,102400,0
3183,899511296387,102400,0
3184,899511398787,102400,0
3185,899511501187,102400,0
3186,899511603587,102400,0
3187,899511705987,102400,0
3188,899511808387,102400,0
3189,899511910787,102400,0
3190,899512013187,102400,0
3191,899512115587,102400,0
3194,899512422787,102400,0
3197,899512729987,102400,0
3198,899512832387,102400,0
3199,899512934787,102400,0
3202,899513241987,102400,0
3203,899513346678,104691,-2291
3207,899513753987,102400,0
3212,899514265987,102281,119
3213,899514368387,102400,0
3214,899514470787,102400,0
3215,899514573187,102400,0
3216,899514675587,102400,0
3217,899514777987,102400,0
3218,899514880387,102400,0
3219,899514982787,102400,0
3220,899515085187,102400,0
3221,899515187587,102400,0
3224,899515494787,102400,0
3225,899515597187,102400,0
3226,899515699587,102400,0
3227,899515801987,102400,0
3228,899515904389,102402,-2
3229,899516006787,102398,2
3230,899516109187,102400,0
3233,899516313987,102400,0
3234,899516416387,102400,0
3235,899516521274,104887,-2487
3236,899516621187,99913,2487
3237,899516723587,102400,0
3238,899516825987,102400,0
3239,899516928387,102400,0
3240,899517030787,102400,0
3241,899517133187,102400,0
3244,899517337987,102400,0
3245,899517440454,102467,-67
3246,899517542787,102333,67
3247,899517645187,102400,0
3248,899517747587,102400,0
3249,899517849987,102400,0
3252,899518054787,102400,0
3253,899518157187,102400,0
3254,899518259587,102400,0
3258,899518669187,102400,0
3259,899518771587,102400,0
3260,899518873987,102400,0
3261,899518976398,102411,-11
3262,899519078787,102389,11
3271,899519488387,102400,0
3272,899519590787,102400,0
3273,899519693187,102400,0
3274,899519795587,102400,0
3275,899519897987,102400,0
3276,899520000387,102400,0
3277,899520102787,102400,0
3278,899520205187,102400,0
3279,899520307587,102400,0
3280,899520409987,102400,0
3281,899520512387,102400,0
3282,899520614787,102400,0
3283,899520717187,102400,0
3284,899520819587,102400,0
3285,899520921987,102400,0
3286,899521024387,102400,0
3287,899521126787,102400,0
3288,899521229187,102400,0
3289,899521331587,102400,0
3290,899521433987,102400,0
3291,899521536387,102400,0
3292,899521638787,102400,0
3293,899521741187,102400,0
3294,899521843587,102400,0
3295,899521945987,102400,0
3296,899522048387,102400,0
3297,899522150787,102400,0
3298,899522253187,102400,0
3299,899522355587,102400,0
3300,899522457987,102400,0
3301,899522560408,102421,-21
3302,899522662787,102379,21
3303,899522765187,102400,0
3304,899522867763,102576,-176
3305,899522969987,102224,176
3306,899523072443,102456,-56
3307,899523174787,102344,56
3308,899523277187,102400,0
3311,899523584387,102303,97
3312,899523686787,102400,0
3313,899523789187,102400,0
3314,899523891587,102400,0
3315,899523993987,102400,0
3316,899524096387,102400,0
3317,899524198787,102400,0
3318,899524301187,102400,0
3319,899524403587,102400,0
3320,899524505987,102400,0
3321,899524608387,102400,0
3322,899524710801,102414,-14
3323,899524813187,102386,14
3324,899524915587,102400,0
3325,899525017987,102400,0
3326,899525120387,102400,0
3327,899525222787,102400,0
3328,899525325187,102400,0
3329,899525427587,102400,0
3330,899525529987,102400,0
3331,899525632387,102400,0
3332,899525734787,102400,0
3333,899525837187,102400,0
3336,899526041987,102400,0
3337,899526144387,102400,0
3340,899526349212,102425,-25
3341,899526451587,102375,25
3342,899526553987,102400,0
3343,899526656402,102415,-15
3344,899526758787,102385,15
3345,899526861187,102400,0
3346,899526963587,102400,0
3347,899527065987,102400,0
3348,899527168387,102400,0
3349,899527270787,102400,0
3350,899527373187,102400,0
3351,899527475587,102400,0
3352,899527577987,102400,0
3353,899527680387,102400,0
3354,899527782787,102400,0
3355,899527885187,102400,0
3356,899527987587,102400,0
3357,899528089987,102400,0
3358,899528192387,102400,0
3359,899528294787,102400,0
3362,899528601987,102353,47
3365,899528909214,102427,-27
3366,899529011587,102373,27
3367,899529113987,102400,0
3368,899529216387,102400,0
3369,899529318787,102400,0
3370,899529421187,102400,0
3371,899529523587,102400,0
3372,899529625987,102400,0
3377,899529933187,102400,0
3378,899530035587,102400,0
3379,899530137987,102400,0
3380,899530240387,102400,0
3381,899530342787,102400,0
3382,899530445187,102400,0
